tconst;titleType;primaryTitle;originalTitle;startYear;score;is_genre_from_selection;is_keywords_from_selection;poster_url;genres
tt10016180;movie;The Little Things;The Little Things;2021;3;2;1;;['crime', 'drama', 'thriller']
tt0454848;movie;Inside Man;Inside Man;2006;3;1;2;https://m.media-amazon.com/images/M/MV5BYjc4MjA2ZDgtOGY3YS00NDYzLTlmNTEtYWMxMzcwZjgzYWNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;['crime', 'drama', 'mystery']
tt0455944;movie;The Equalizer;The Equalizer;2014;3;1;2;https://m.media-amazon.com/images/M/MV5BMTQ2MzE2NTk0NF5BMl5BanBnXkFtZTgwOTM3NTk1MjE@._V1_SX300.jpg;['action', 'crime', 'thriller']
tt5662932;movie;Psycho Raman;Raman Raghav 2.0;2016;3;2;1;https://m.media-amazon.com/images/M/MV5BMTA2M2RmOGEtYzU3ZS00MGZiLTkwMzgtOGI5MTQzNDliYmY5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg;['crime', 'drama', 'thriller']
tt0151137;movie;The Messenger: The Story of Joan of Arc;Joan of Arc;1999;3;2;1;;['adventure', 'biography', 'drama']
tt2103264;movie;Emperor;Emperor;2012;3;2;1;;['drama', 'history', 'war']
tt0101640;movie;Raise the Red Lantern;Dà hóng denglong gaogao guà;1991;3;2;1;;['drama', 'history', 'romance']
tt0103850;movie;Bob Roberts;Bob Roberts;1992;3;1;2;;['comedy', 'drama']
tt0450345;movie;The Wicker Man;The Wicker Man;2006;3;1;2;https://m.media-amazon.com/images/M/MV5BOGQwN2UyM2YtNzNhOC00YjU5LWI0ZDgtZjMxZjM5ZmI0YjRmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg;['horror', 'mystery', 'thriller']
tt2125608;movie;Searching for Sugar Man;Searching for Sugar Man;2012;3;2;1;;['biography', 'documentary', 'music']
tt0176783;movie;Gossip;Gossip;2000;3;2;1;;['drama', 'mystery', 'thriller']
tt2247692;movie;2016: Obama's America;2016: Obama's America;2012;3;1;2;;['documentary']
tt0112346;movie;The American President;The American President;1995;3;1;2;;['comedy', 'drama', 'romance']
tt0434409;movie;V for Vendetta;V for Vendetta;2005;3;1;2;https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_SX300.jpg;['action', 'drama', 'sci-fi']
tt1437358;movie;Mientras duermes;Mientras duermes;2011;3;2;1;https://m.media-amazon.com/images/M/MV5BMGU1YWIxZDQtYTgyNi00YmU5LWI3YmMtZmQwNjUxZDIwZjczXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg;['crime', 'drama', 'thriller']
tt6533240;movie;Night Hunter;Night Hunter;2018;3;1;2;https://m.media-amazon.com/images/M/MV5BYWRhZTI3YzMtYjVmMi00ZDMyLWE1MGQtMWI0OTU5MzJmNmU2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg;['action', 'crime', 'thriller']
tt0119994;movie;Red Corner;Red Corner;1997;3;2;1;;['crime', 'drama', 'thriller']
tt2267998;movie;Gone Girl;Gone Girl;2014;3;2;1;https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_SX300.jpg;['drama', 'mystery', 'thriller']
tt0420609;movie;Infamous;Infamous;2006;3;2;1;https://m.media-amazon.com/images/M/MV5BMjQ1NTAyODYxOF5BMl5BanBnXkFtZTgwODE0MDczMjI@._V1_SX300.jpg;['biography', 'crime', 'drama']
tt1232207;movie;Capitalism: A Love Story;Capitalism: A Love Story;2009;3;2;1;;['crime', 'documentary', 'history']
tt0117107;movie;Mulholland Falls;Mulholland Falls;1996;3;1;2;;['crime', 'drama', 'mystery']
tt1529572;movie;Trust;Trust;2010;3;2;1;;['crime', 'drama', 'thriller']
tt0472198;movie;Notorious;Notorious;2009;3;2;1;https://m.media-amazon.com/images/M/MV5BMjA3ODUwOTg2NF5BMl5BanBnXkFtZTcwNjgwOTUwMg@@._V1_SX300.jpg;['biography', 'crime', 'drama']
tt1413495;movie;Paranoia;Paranoia;2013;3;2;1;;['drama', 'thriller']
tt3881784;movie;Stronger;Stronger;2017;3;2;1;;['biography', 'drama']
tt1596345;movie;Pawn Sacrifice;Pawn Sacrifice;2014;3;2;1;;['biography', 'drama', 'sport']
tt0264464;movie;Catch Me If You Can;Catch Me If You Can;2002;3;2;1;https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_SX300.jpg;['biography', 'crime', 'drama']
tt1201607;movie;Harry Potter and the Deathly Hallows: Part 2;Harry Potter and the Deathly Hallows: Part 2;2011;3;1;2;;['adventure', 'drama', 'fantasy']
tt0047834;movie;Animal Farm;Animal Farm;1954;3;1;2;;['animation', 'drama']
tt7153766;movie;Unsane;Unsane;2018;3;1;2;;['drama', 'horror', 'mystery']
tt1104083;movie;Little Ashes;Little Ashes;2008;3;2;1;;['biography', 'drama', 'romance']
tt0473444;movie;Curse of the Golden Flower;Man cheng jin dai huang jin jia;2006;3;2;1;https://m.media-amazon.com/images/M/MV5BYjdmN2E4YmEtZTIzMy00ZDA1LTllY2UtNjQ5NTgyNjkxYWUyL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg;['action', 'drama', 'history']
tt0106912;movie;Fire in the Sky;Fire in the Sky;1993;3;2;1;https://m.media-amazon.com/images/M/MV5BNjI1Yjk3NWUtOGU1My00NjA0LWEwNDQtOTNlMWFmYzE5NzljXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg;['biography', 'drama', 'fantasy']
tt0086250;movie;Scarface;Scarface;1983;3;1;2;https://m.media-amazon.com/images/M/MV5BNjdjNGQ4NDEtNTEwYS00MTgxLTliYzQtYzE2ZDRiZjFhZmNlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg;['crime', 'drama']
tt1244754;movie;Conviction;Conviction;2010;3;2;1;;['biography', 'crime', 'drama']
tt2291540;movie;My Friend Dahmer;My Friend Dahmer;2017;3;2;1;;['biography', 'drama', 'horror']
tt0246578;movie;Donnie Darko;Donnie Darko;2001;3;1;2;https://m.media-amazon.com/images/M/MV5BZjZlZDlkYTktMmU1My00ZDBiLWFlNjEtYTBhNjVhOTM4ZjJjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg;['drama', 'mystery', 'sci-fi']
tt0110428;movie;The Madness of King George;The Madness of King George;1994;3;2;1;;['biography', 'comedy', 'drama']
tt0376127;movie;Anniyan;Anniyan;2005;3;2;1;;['action', 'drama', 'thriller']
tt2368619;movie;The Take;Bastille Day;2016;3;1;2;https://m.media-amazon.com/images/M/MV5BMTAyNDc3MDMwMDNeQTJeQWpwZ15BbWU4MDkyMzc5MjAy._V1_SX300.jpg;['action', 'crime', 'drama']
tt1772250;movie;The Hidden Face;La cara oculta;2011;3;2;1;;['drama', 'mystery', 'thriller']
tt6902676;movie;Guns Akimbo;Guns Akimbo;2019;3;1;2;;['action', 'comedy', 'thriller']
tt3077214;movie;Suffragette;Suffragette;2015;3;2;1;;['drama', 'history']
tt3417422;movie;Drishyam;Drishyam;2013;3;2;1;;['crime', 'drama', 'thriller']
tt0765432;movie;The Baader Meinhof Complex;Der Baader Meinhof Komplex;2008;3;1;2;;['action', 'biography', 'crime']
tt0110598;movie;Muriel's Wedding;Muriel's Wedding;1994;3;1;2;;['comedy', 'drama']
tt0118636;movie;Apt Pupil;Apt Pupil;1998;3;2;1;;['crime', 'drama', 'thriller']
tt0399095;movie;Trade;Trade;2007;3;2;1;;['crime', 'drama', 'thriller']
tt1496422;movie;The Paperboy;The Paperboy;2012;3;1;2;https://m.media-amazon.com/images/M/MV5BMTcxMzI3OTQ5MF5BMl5BanBnXkFtZTcwMzA0NzcxOA@@._V1_SX300.jpg;['crime', 'drama', 'mystery']
tt1251757;movie;Middle Men;Middle Men;2009;3;1;2;;['comedy', 'crime', 'drama']
tt0120737;movie;The Lord of the Rings: The Fellowship of the Ring;The Lord of the Rings: The Fellowship of the Ring;2001;3;1;2;;['action', 'adventure', 'drama']
tt1265990;movie;The Roommate;The Roommate;2011;3;1;2;https://m.media-amazon.com/images/M/MV5BMjIwMzQwMzMwNF5BMl5BanBnXkFtZTcwNjE5MTUxNA@@._V1_SX300.jpg;['drama', 'fantasy', 'horror']
tt2720680;movie;The Salvation;The Salvation;2014;3;2;1;https://m.media-amazon.com/images/M/MV5BMTA5MTU2NjIxOTNeQTJeQWpwZ15BbWU4MDA5Njc0MDIx._V1_SX300.jpg;['action', 'drama', 'thriller']
tt0405336;movie;Southland Tales;Southland Tales;2006;3;1;2;;['comedy', 'drama', 'mystery']
tt0104237;movie;Damage;Damage;1992;3;1;2;;['drama', 'romance']
tt5301662;movie;Marshall;Marshall;2017;3;2;1;https://m.media-amazon.com/images/M/MV5BNzg3YTc4N2ItZmZkZS00OWE1LWIyNGMtNzYzZWQzMzVkZWI2XkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_SX300.jpg;['biography', 'crime', 'drama']
tt0102926;movie;The Silence of the Lambs;The Silence of the Lambs;1991;3;2;1;https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg;['crime', 'drama', 'thriller']
tt2375605;movie;The Act of Killing;The Act of Killing;2012;3;2;1;;['biography', 'crime', 'documentary']
tt0069947;movie;The Day of the Jackal;The Day of the Jackal;1973;3;2;1;;['crime', 'drama', 'thriller']
tt1291465;movie;Rajneeti;Rajneeti;2010;3;2;1;https://m.media-amazon.com/images/M/MV5BMTkwMzE5NzE3Nl5BMl5BanBnXkFtZTcwMDMyODE1Mw@@._V1_SX300.jpg;['crime', 'drama', 'thriller']
tt1010271;movie;The Poughkeepsie Tapes;The Poughkeepsie Tapes;2007;3;1;2;;['horror', 'mystery', 'thriller']
tt3083008;movie;The Program;The Program;2015;3;2;1;https://m.media-amazon.com/images/M/MV5BNDMzMzY3NTIyM15BMl5BanBnXkFtZTgwMjAwNTY1NjE@._V1_SX300.jpg;['biography', 'drama', 'sport']
tt0115988;movie;The Crucible;The Crucible;1996;3;2;1;https://m.media-amazon.com/images/M/MV5BN2ZhOTQ5NGUtNDJiYy00ZTM5LWI5MDItNDI3OGZhYzlhZDRhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg;['drama', 'history']
tt0102789;movie;Ricochet;Ricochet;1991;3;1;2;https://m.media-amazon.com/images/M/MV5BYmUxYjc0NjAtOTQ2YS00OTM5LTg5YTUtNWU1MGJkNDZiYWYxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg;['action', 'crime', 'drama']
tt0071562;movie;The Godfather: Part II;The Godfather: Part II;1974;3;1;2;https://m.media-amazon.com/images/M/MV5BMWMwMGQzZTItY2JlNC00OWZiLWIyMDctNDk2ZDQ2YjRjMWQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg;['crime', 'drama']
tt0445620;movie;Paradise Now;Paradise Now;2005;3;2;1;;['crime', 'drama', 'thriller']
tt1054588;movie;Flash of Genius;Flash of Genius;2008;3;2;1;;['biography', 'drama']
tt1521197;movie;Anonymous;Anonymous;2011;3;2;1;;['drama', 'thriller']
tt3480796;movie;Vice;Vice;2015;3;1;2;https://m.media-amazon.com/images/M/MV5BMjE4OTg3Mjg5OV5BMl5BanBnXkFtZTgwMzYxMTg0MzE@._V1_SX300.jpg;['action', 'sci-fi', 'thriller']
tt0075314;movie;Taxi Driver;Taxi Driver;1976;3;1;2;https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg;['crime', 'drama']
tt0111579;movie;Burnt by the Sun;Utomlennye solntsem;1994;3;2;1;;['drama', 'history', 'war']
tt0107756;movie;Orlando;Orlando;1992;3;2;1;;['biography', 'drama', 'fantasy']
tt0073802;movie;Three Days of the Condor;Three Days of the Condor;1975;3;1;2;;['mystery', 'thriller']
tt0260866;movie;Don't Say a Word;Don't Say a Word;2001;3;2;1;https://m.media-amazon.com/images/M/MV5BNzM1OThlODItMTI5NC00ZDE1LWE4MzQtOTJiNDQ5NDAxZTBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;['drama', 'mystery', 'thriller']
tt2752772;movie;Sinister 2;Sinister 2;2015;3;1;2;https://m.media-amazon.com/images/M/MV5BMjM3MTQ5NjA0OV5BMl5BanBnXkFtZTgwMzg2OTYyNTE@._V1_SX300.jpg;['horror', 'mystery', 'thriller']
tt6772950;movie;Truth or Dare;Truth or Dare;2018;3;1;2;https://m.media-amazon.com/images/M/MV5BOGU2YTZmMjYtZDUwYi00NTc1LTlkMjAtM2ViZDkzOTlhNGNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg;['horror', 'thriller']
tt6792282;movie;A Twelve-Year Night;La noche de 12 años;2018;3;2;1;;['biography', 'crime', 'drama']
tt9345754;movie;The Occupant;Hogar;2020;3;2;1;https://m.media-amazon.com/images/M/MV5BNTEwYzEwNjctNjNkNy00YmJhLWI2YjUtYjk5NTM0NjJlZjZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg;['adventure', 'drama', 'thriller']
tt0247586;movie;Nine Queens;Nueve reinas;2000;3;2;1;;['crime', 'drama', 'thriller']
tt0409459;movie;Watchmen;Watchmen;2009;3;1;2;https://m.media-amazon.com/images/M/MV5BY2IzNGNiODgtOWYzOS00OTI0LTgxZTUtOTA5OTQ5YmI3NGUzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg;['action', 'drama', 'mystery']
tt0068699;movie;High Plains Drifter;High Plains Drifter;1973;3;1;2;;['drama', 'mystery', 'western']
tt6543652;movie;Cold War;Zimna wojna;2018;3;2;1;https://m.media-amazon.com/images/M/MV5BNTJmNzExOGItZTQyMi00YzBlLTk0ZTQtNzAxYmUwZDQwZjU4XkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_SX300.jpg;['drama', 'history', 'music']
tt0115956;movie;Courage Under Fire;Courage Under Fire;1996;3;1;2;;['action', 'drama', 'mystery']
tt0082970;movie;Ragtime;Ragtime;1981;3;1;2;;['drama']
tt8946378;movie;Knives Out;Knives Out;2019;3;1;2;;['comedy', 'crime', 'drama']
tt0332452;movie;Troy;Troy;2004;3;2;1;https://m.media-amazon.com/images/M/MV5BMTk5MzU1MDMwMF5BMl5BanBnXkFtZTcwNjczODMzMw@@._V1_SX300.jpg;['drama', 'history']
tt0443706;movie;Zodiac;Zodiac;2007;3;1;2;https://m.media-amazon.com/images/M/MV5BN2UwNDc5NmEtNjVjZS00OTI5LWE5YjctMWM3ZjBiZGYwMGI2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg;['crime', 'drama', 'mystery']
tt0096244;movie;Tequila Sunrise;Tequila Sunrise;1988;3;1;2;https://m.media-amazon.com/images/M/MV5BNjg5YmE5ZDUtOTFiMS00ZWNlLWI4NDktYTBkYTE0NmNiNWQyL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg;['crime', 'drama', 'romance']
tt0105414;movie;Single White Female;Single White Female;1992;3;2;1;;['drama', 'thriller']
tt4916630;movie;Just Mercy;Just Mercy;2019;3;2;1;;['biography', 'crime', 'drama']
tt0051378;movie;Elevator to the Gallows;Ascenseur pour l'échafaud;1958;3;2;1;;['crime', 'drama', 'thriller']
tt1727824;movie;Bohemian Rhapsody;Bohemian Rhapsody;2018;3;2;1;;['biography', 'drama', 'music']
tt0997152;movie;The Experiment;The Experiment;2010;3;2;1;;['drama', 'thriller']
tt0077355;movie;Coma;Coma;1978;3;1;2;;['drama', 'horror', 'mystery']
tt0073582;movie;Deep Red;Profondo rosso;1975;3;1;2;;['horror', 'mystery', 'thriller']
tt1582248;movie;Puncture;Puncture;2011;3;2;1;https://m.media-amazon.com/images/M/MV5BMTYzODIxNjAxNV5BMl5BanBnXkFtZTcwOTcxNzQzNg@@._V1_SX300.jpg;['biography', 'drama']
tt1371155;movie;Made in Dagenham;Made in Dagenham;2010;3;2;1;;['biography', 'comedy', 'drama']
tt1588337;movie;Of Gods and Men;Des hommes et des dieux;2010;3;2;1;;['drama', 'history']
tt0844457;movie;North Face;Nordwand;2008;3;2;1;;['adventure', 'biography', 'drama']
tt0813547;movie;The Counterfeiters;Die Fälscher;2007;3;2;1;;['crime', 'drama', 'history']
tt1869716;movie;The East;The East;2013;3;2;1;;['crime', 'drama', 'thriller']
tt0242527;movie;The Hole;The Hole;2001;3;2;1;;['drama', 'mystery', 'thriller']
tt0097457;movie;Great Balls of Fire!;Great Balls of Fire!;1989;3;2;1;;['biography', 'drama', 'music']
tt1216491;movie;Kill the Messenger;Kill the Messenger;2014;3;2;1;;['biography', 'crime', 'drama']
tt0160797;movie;Rules of Engagement;Rules of Engagement;2000;3;2;1;https://m.media-amazon.com/images/M/MV5BZjZmNWI1MTgtZjVjNi00M2FjLWI4YjUtNzkwNmYyMzM4NjMwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg;['drama', 'thriller', 'war']
tt1181791;movie;Black Death;Black Death;2010;3;2;1;https://m.media-amazon.com/images/M/MV5BMTkxNjEwNjY3NV5BMl5BanBnXkFtZTcwMTY1NTUyNA@@._V1_SX300.jpg;['action', 'drama', 'history']
tt9340860;movie;Let Him Go;Let Him Go;2020;3;2;1;;['crime', 'drama', 'thriller']
tt4581576;movie;Aftermath;Aftermath;2017;3;2;1;https://m.media-amazon.com/images/M/MV5BMWFkYmM2ZTctNmZjZi00MWQwLWI0MjctZDdiNjJlMTlmNzdkL2ltYWdlXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg;['drama', 'thriller']
tt7048622;movie;The Insult;L'insulte;2017;3;2;1;;['crime', 'drama', 'thriller']
tt0082085;movie;Blow Out;Blow Out;1981;3;1;2;;['crime', 'drama', 'mystery']
tt0066769;movie;The Andromeda Strain;The Andromeda Strain;1971;3;1;2;;['mystery', 'sci-fi', 'thriller']
tt1416801;movie;Kill the Irishman;Kill the Irishman;2011;3;2;1;;['biography', 'crime', 'drama']
tt0050083;movie;12 Angry Men;12 Angry Men;1957;3;1;2;;['crime', 'drama']
tt0320244;movie;Party Monster;Party Monster;2003;3;2;1;;['biography', 'crime', 'drama']
tt0080491;movie;Caligula;Caligola;1979;3;2;1;;['drama', 'history']
tt1074638;movie;Skyfall;Skyfall;2012;3;1;2;;['action', 'adventure', 'thriller']
tt0319736;movie;The Legend of Bhagat Singh;The Legend of Bhagat Singh;2002;3;2;1;;['action', 'biography', 'drama']
tt0854678;movie;Taxi to the Dark Side;Taxi to the Dark Side;2007;3;2;1;;['crime', 'documentary', 'history']
tt0105699;movie;Unlawful Entry;Unlawful Entry;1992;3;2;1;;['crime', 'drama', 'thriller']
tt0891527;movie;Lions for Lambs;Lions for Lambs;2007;3;1;2;;['crime', 'drama', 'mystery']
tt6199572;movie;Capone;Capone;2020;3;2;1;;['biography', 'crime', 'drama']
tt6760876;movie;Wasp Network;Wasp Network;2019;3;2;1;https://m.media-amazon.com/images/M/MV5BZjI4MGJmNWUtZDFlNy00OTMzLWEyZWMtMDg4ODdmZDg1YmUxXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg;['crime', 'drama', 'thriller']
tt0831884;movie;Reservation Road;Reservation Road;2007;3;2;1;;['crime', 'drama', 'thriller']
tt0113690;movie;Lord of Illusions;Lord of Illusions;1995;3;1;2;;['horror', 'mystery', 'thriller']
tt0085180;movie;L'Argent;L'argent;1983;3;1;2;https://m.media-amazon.com/images/M/MV5BY2RlYTc2ZGUtMGFlNS00ZGUxLWEzODYtYjJhY2RmOWRkYzY4L2ltYWdlXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg;['crime', 'drama']
tt0936501;movie;Taken;Taken;2008;3;1;2;;['action', 'crime', 'thriller']
tt0339135;movie;In Hell;In Hell;2003;3;2;1;;['action', 'drama', 'thriller']
tt0944835;movie;Salt;Salt;2010;3;1;2;https://m.media-amazon.com/images/M/MV5BMjIyODA2NDg4NV5BMl5BanBnXkFtZTcwMjg4NDAwMw@@._V1_SX300.jpg;['action', 'thriller']
tt11464826;movie;The Social Dilemma;The Social Dilemma;2020;3;2;1;https://m.media-amazon.com/images/M/MV5BNDVhMGNhYjEtMDkwZi00NmQ5LWFkODktYzhiYjY2NTZmYTNhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg;['documentary', 'drama']
tt0443496;movie;Edmond;Edmond;2005;3;2;1;;['drama', 'thriller']
tt1132620;movie;The Girl with the Dragon Tattoo;Män som hatar kvinnor;2009;3;1;2;https://m.media-amazon.com/images/M/MV5BMTc2Mjc0MDg3MV5BMl5BanBnXkFtZTcwMjUzMDkxMw@@._V1_SX300.jpg;['crime', 'drama', 'mystery']
tt9620292;movie;Promising Young Woman;Promising Young Woman;2020;3;2;1;;['crime', 'drama', 'thriller']
tt0421073;movie;Street Kings;Street Kings;2008;3;1;2;https://m.media-amazon.com/images/M/MV5BMTkxMzE4ODM5MV5BMl5BanBnXkFtZTcwOTM4Mzk1MQ@@._V1_SX300.jpg;['action', 'crime', 'drama']
tt4799064;movie;Mindhorn;Mindhorn;2016;3;1;2;;['comedy', 'thriller']
tt5310090;movie;Saala Khadoos;Saala Khadoos;2016;3;1;2;;['action', 'drama', 'sport']
tt6269368;movie;The Clovehitch Killer;The Clovehitch Killer;2018;3;1;2;;['crime', 'drama', 'mystery']
tt4370784;movie;The Innocents;Les innocentes;2016;3;2;1;;['drama', 'history']
tt1327773;movie;Lee Daniels' The Butler;The Butler;2013;3;2;1;;['biography', 'drama']
tt1135503;movie;Julie & Julia;Julie & Julia;2009;3;2;1;https://m.media-amazon.com/images/M/MV5BMzA4NjA2NjI2NV5BMl5BanBnXkFtZTcwOTEzNzI2Mg@@._V1_SX300.jpg;['biography', 'drama', 'romance']
tt12361178;movie;Drishyam 2;Drishyam 2;2021;3;2;1;https://m.media-amazon.com/images/M/MV5BM2RiZDVjYWEtZGNhYy00ZGU0LTgwZjMtZTJmNmMyNGQ5NGYyXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg;['crime', 'drama', 'thriller']
tt0099653;movie;Ghost;Ghost;1990;3;1;2;https://m.media-amazon.com/images/M/MV5BMTU0NzQzODUzNl5BMl5BanBnXkFtZTgwMjc5NTYxMTE@._V1_SX300.jpg;['drama', 'fantasy', 'romance']
tt1219827;movie;Ghost in the Shell;Ghost in the Shell;2017;3;1;2;https://m.media-amazon.com/images/M/MV5BMzJiNTI3MjItMGJiMy00YzA1LTg2MTItZmE1ZmRhOWQ0NGY1XkEyXkFqcGdeQXVyOTk4MTM0NQ@@._V1_SX300.jpg;['action', 'crime', 'drama']
tt1272878;movie;2 Guns;2 Guns;2013;3;1;2;https://m.media-amazon.com/images/M/MV5BNTQ5MTgzNDg4OF5BMl5BanBnXkFtZTcwMjAyODEzOQ@@._V1_SX300.jpg;['action', 'crime', 'thriller']
tt1027718;movie;Wall Street: Money Never Sleeps;Wall Street: Money Never Sleeps;2010;3;1;2;https://m.media-amazon.com/images/M/MV5BMTU5MDEzMzYwMF5BMl5BanBnXkFtZTcwNTcwMjUxMw@@._V1_SX300.jpg;['drama']
tt1477855;movie;Hyde Park on Hudson;Hyde Park on Hudson;2012;3;2;1;;['biography', 'comedy', 'drama']
tt0101453;movie;Billy Bathgate;Billy Bathgate;1991;3;2;1;;['crime', 'drama', 'thriller']
tt0245574;movie;Y Tu Mamá También;Y tu mamá también;2001;3;1;2;;['drama']
tt7959026;movie;The Mule;The Mule;2018;3;2;1;;['crime', 'drama', 'thriller']
tt0431197;movie;The Kingdom;The Kingdom;2007;3;2;1;https://m.media-amazon.com/images/M/MV5BMjA1MDIzOTYwMV5BMl5BanBnXkFtZTcwMTM5OTA1MQ@@._V1_SX300.jpg;['action', 'drama', 'thriller']
tt0404032;movie;The Exorcism of Emily Rose;The Exorcism of Emily Rose;2005;3;2;1;https://m.media-amazon.com/images/M/MV5BMTI2NTM5MjQ0Nl5BMl5BanBnXkFtZTcwNDAxNjAzMQ@@._V1_SX300.jpg;['drama', 'horror', 'thriller']
tt0893382;movie;Shine a Light;Shine a Light;2008;3;2;1;;['biography', 'documentary', 'music']
tt0260991;movie;Joint Security Area;Gongdong gyeongbi guyeok JSA;2000;3;2;1;;['action', 'drama', 'thriller']
tt0467197;movie;Max Payne;Max Payne;2008;3;1;2;https://m.media-amazon.com/images/M/MV5BNzM5OTAxYmQtODRkZC00ZGZlLTlhNzYtNzFiODVjMTY4MWU2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg;['action', 'crime', 'drama']
tt0093412;movie;Law of Desire;La ley del deseo;1987;3;2;1;;['comedy', 'drama', 'thriller']
tt2935564;movie;The Connection;La French;2014;3;1;2;https://m.media-amazon.com/images/M/MV5BMjE5NzQzOTcwNF5BMl5BanBnXkFtZTgwMDk1MDg1MzE@._V1_SX300.jpg;['action', 'crime', 'thriller']
tt0116743;movie;Kama Sutra: A Tale of Love;Kama Sutra: A Tale of Love;1996;3;2;1;;['crime', 'drama', 'history']
tt0814075;movie;Deliver Us from Evil;Deliver Us from Evil;2006;3;1;2;;['crime', 'documentary']
tt0100828;movie;The Two Jakes;The Two Jakes;1990;3;1;2;https://m.media-amazon.com/images/M/MV5BMTQ5NjJjNDMtOTg2Zi00Y2Q3LWJhNDMtZTRkODdiYmNhZmJiXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg;['crime', 'drama', 'mystery']
tt0089603;movie;Mishima: A Life in Four Chapters;Mishima: A Life in Four Chapters;1985;3;2;1;;['biography', 'drama']
tt0060802;movie;Closely Watched Trains;Ostre sledované vlaky;1966;3;1;2;;['comedy', 'drama', 'romance']
tt1571222;movie;A Dangerous Method;A Dangerous Method;2011;3;2;1;;['biography', 'drama', 'romance']
tt0096969;movie;Born on the Fourth of July;Born on the Fourth of July;1989;3;2;1;;['biography', 'drama', 'war']
tt0968264;movie;The Conspirator;The Conspirator;2010;3;2;1;;['crime', 'drama', 'history']
tt0373926;movie;The Interpreter;The Interpreter;2005;3;1;2;;['crime', 'mystery', 'thriller']
tt0092654;movie;The Big Easy;The Big Easy;1986;3;1;2;;['comedy', 'crime', 'drama']
tt5941692;movie;Miss Bala;Miss Bala;2019;3;1;2;https://m.media-amazon.com/images/M/MV5BMTcxNzY3Mzk5OF5BMl5BanBnXkFtZTgwNjQwODU1NjM@._V1_SX300.jpg;['action', 'crime', 'drama']
tt0045897;movie;I Confess;I Confess;1953;3;2;1;;['crime', 'drama', 'thriller']
tt0052618;movie;Ben-Hur;Ben-Hur;1959;3;2;1;;['adventure', 'drama', 'history']
tt0222012;movie;Hey Ram;Hey Ram;2000;3;2;1;;['crime', 'drama', 'history']
tt0342172;movie;Capturing the Friedmans;Capturing the Friedmans;2003;3;2;1;;['biography', 'crime', 'documentary']
